1400 3
10 11 1
5 6 3
19 20 2
5 7 3
7 8 2
2 5 2
19 22 3
4 7 1
19 23 2
10 14 2
2 6 2
0 4 3
21 23 1
9 11 1
22 0 2
14 17 2
12 16 2
7 10 3
13 15 1
14 17 3
16 19 3
23 1 1
22 0 2
6 9 2
15 18 2
2 5 2
20 0 2
9 13 1
1 3 2
13 14 3
2 4 2
13 16 1
2 5 3
23 3 3
19 22 3
6 9 3
17 20 3
3 6 3
8 11 1
0 2 3
4 7 1
7 9 3
9 13 1
23 1 2
4 8 3
21 1 2
23 2 3
0 4 1
21 0 2
7 11 3
16 20 2
11 13 1
2 7 3
0 3 3
6 9 1
20 23 2
13 18 3
17 21 1
11 14 3
18 22 2
0 4 1
9 12 3
16 18 1
2 5 2
0 3 3
11 12 1
12 15 3
16 20 3
4 8 3
14 16 2
5 9 2
10 14 2
4 7 1
16 20 2
22 3 2
14 17 3
7 10 3
1 4 3
6 10 3
19 21 2
5 8 3
6 10 2
22 2 1
9 13 1
1 4 3
17 20 1
13 15 3
13 16 1
10 13 1
5 7 3
2 6 1
22 1 1
2 6 1
12 16 2
18 23 3
16 19 3
6 10 2
18 22 1
3 8 1
11 16 1
12 15 1
23 0 3
5 8 1
5 7 2
7 9 3
8 10 3
14 18 2
5 8 3
11 14 3
8 13 3
12 12 3
18 22 3
8 11 3
4 7 1
6 10 2
2 5 1
14 15 1
18 21 3
8 11 1
18 19 3
9 11 2
3 5 1
7 11 3
0 3 2
21 22 3
18 22 2
10 12 3
0 4 3
5 6 1
20 0 3
23 4 3
20 22 1
22 1 3
18 22 3
17 19 1
13 18 1
15 18 1
11 15 3
17 21 2
20 0 2
20 0 1
13 17 2
11 16 2
22 0 1
7 9 2
5 9 3
3 6 2
23 3 2
3 5 3
15 16 1
5 9 2
6 10 1
20 23 3
10 13 2
16 18 3
6 9 3
23 3 2
2 5 1
18 21 3
7 9 2
6 10 2
23 3 2
1 4 2
20 0 3
13 16 1
21 22 2
23 3 3
16 20 3
5 8 1
20 23 2
11 14 2
15 17 1
14 18 3
3 6 2
20 21 1
2 6 1
1 5 1
15 19 1
22 0 2
23 2 3
9 12 2
7 9 2
22 1 3
7 10 3
6 10 1
0 4 1
9 13 2
3 5 2
16 20 3
7 8 1
12 15 3
4 8 3
10 15 1
17 21 1
7 11 2
14 17 1
3 6 3
2 6 1
19 21 3
0 3 3
12 17 3
8 11 1
12 14 1
21 23 2
22 1 3
18 20 1
7 8 1
10 13 1
20 22 1
14 17 1
9 13 1
13 16 3
9 12 1
0 4 1
1 4 1
23 4 3
12 14 3
16 17 2
18 20 1
3 6 2
3 6 1
10 14 1
6 9 1
7 11 2
14 18 2
14 16 3
0 4 3
22 0 3
0 3 1
0 2 2
13 15 3
7 11 2
23 2 2
5 8 3
6 8 3
18 20 3
20 23 3
15 18 3
17 20 2
6 9 2
22 0 2
1 4 1
6 10 3
17 18 2
4 7 3
10 13 3
10 13 3
18 21 1
15 18 1
22 1 2
12 15 1
15 18 2
11 16 3
8 11 1
6 9 3
4 8 1
12 15 3
12 15 2
11 14 1
3 8 1
4 5 1
1 6 1
21 22 1
20 0 3
12 15 2
10 13 2
5 8 3
5 8 1
7 9 1
15 19 3
6 8 2
9 13 2
0 2 2
6 8 3
8 11 1
16 19 1
4 6 1
18 21 1
6 7 2
8 12 3
23 3 1
8 10 3
21 2 1
23 1 3
5 9 1
22 2 2
9 12 3
20 22 1
4 8 3
14 16 2
22 3 1
2 5 3
1 4 1
21 1 2
0 3 1
7 12 3
23 3 1
20 23 3
7 10 2
20 22 1
8 11 2
10 13 3
20 0 2
8 11 3
0 3 1
4 7 2
0 2 2
1 3 2
18 20 1
16 19 1
16 19 1
23 3 3
2 4 2
4 7 2
15 19 1
20 1 2
10 12 3
9 13 3
19 22 1
3 7 3
19 22 2
4 6 1
16 20 1
6 9 3
6 8 2
21 1 1
20 23 3
6 10 1
7 11 1
9 11 3
15 17 2
1 3 3
23 4 2
7 10 3
20 23 2
2 5 2
18 20 2
21 22 3
20 23 3
21 0 3
22 23 2
19 22 1
2 4 2
9 12 1
10 13 2
13 17 2
9 12 1
7 10 2
11 14 2
21 0 1
5 7 3
3 6 3
3 7 3
14 18 2
6 10 1
1 4 1
19 22 2
0 2 1
21 1 2
17 20 2
16 20 1
10 13 2
17 20 2
20 23 3
21 23 1
8 11 1
6 10 3
15 17 3
17 20 2
14 17 2
14 19 1
13 17 3
18 20 1
16 19 1
11 13 1
8 11 2
11 13 3
0 4 3
5 7 1
18 21 2
16 19 3
1 4 3
21 2 2
14 16 1
10 13 2
9 12 3
13 15 3
12 16 1
11 14 3
11 15 3
1 6 2
22 0 3
3 5 1
13 16 2
22 2 3
1 4 2
23 2 3
18 21 3
4 7 2
11 15 3
7 11 2
13 17 3
19 23 2
23 1 3
11 14 3
19 21 1
3 4 3
22 4 3
6 8 3
11 15 1
14 16 3
17 21 3
8 13 3
12 15 1
3 6 3
21 0 1
14 16 2
14 16 2
19 23 3
6 9 1
12 15 1
0 2 3
15 20 3
10 13 2
6 9 3
1 4 3
21 1 1
9 10 2
2 6 2
23 3 1
9 11 3
12 15 1
10 12 1
0 3 1
12 14 3
5 6 3
7 12 2
11 14 2
21 0 3
13 17 1
18 21 3
2 5 2
19 23 2
20 23 1
23 2 1
20 23 3
0 3 1
21 3 3
20 0 1
10 15 2
15 19 3
3 6 3
20 0 1
20 0 3
21 23 1
11 13 2
6 6 1
23 2 2
19 23 1
12 17 2
2 3 2
9 11 1
15 18 2
7 10 1
20 0 1
6 10 1
17 20 3
10 13 3
10 13 3
9 14 3
7 9 3
13 16 3
5 8 1
11 14 1
15 17 2
7 11 1
20 0 3
9 12 1
4 6 1
8 13 2
8 11 1
7 10 2
6 9 1
23 0 2
19 22 3
17 19 3
3 6 3
13 15 1
11 14 2
12 16 1
21 0 3
15 19 3
9 12 1
2 7 1
19 22 1
9 12 2
4 9 2
14 19 1
8 10 3
7 11 2
8 10 3
22 1 2
18 23 2
7 12 2
2 5 2
15 19 2
7 10 2
13 17 1
13 17 3
14 17 2
23 2 2
12 14 3
7 12 1
23 3 1
21 0 3
18 20 3
22 1 2
2 6 1
7 10 2
21 0 2
23 4 1
22 1 3
19 22 1
10 13 2
14 16 1
6 9 2
20 23 3
8 11 2
22 0 1
20 23 1
17 20 2
20 22 2
11 13 2
7 10 2
4 6 1
4 7 1
20 23 3
12 16 1
12 15 3
5 6 3
8 12 1
10 13 2
0 4 1
22 1 1
0 4 1
19 22 3
9 12 1
5 7 1
22 2 1
14 17 2
2 4 2
17 20 1
4 7 2
15 16 3
20 23 2
20 23 2
18 19 1
15 18 2
21 0 1
2 6 3
8 12 1
16 19 3
19 21 3
16 19 1
2 4 1
17 20 3
7 10 3
10 13 2
12 15 2
16 18 3
18 21 2
15 18 2
13 16 1
14 19 3
15 18 1
4 6 1
3 5 3
2 6 3
9 14 3
18 22 2
8 11 2
6 9 2
16 16 1
14 18 2
18 20 1
2 4 1
6 9 2
11 14 1
11 14 3
2 4 2
17 19 3
23 1 2
16 19 2
4 7 3
21 23 3
19 0 2
13 17 1
8 8 2
23 3 2
21 2 1
0 5 3
1 5 3
5 8 1
12 14 2
16 19 2
16 18 2
11 13 3
17 19 1
2 5 2
8 11 2
21 23 3
6 8 3
1 5 1
6 8 3
7 10 2
15 18 2
16 19 2
7 11 2
9 12 1
2 5 1
21 0 2
14 19 3
9 13 2
17 21 3
20 0 1
6 8 2
6 9 1
10 16 1
21 0 1
16 20 2
10 13 3
3 6 2
4 8 1
1 5 1
19 22 3
21 0 3
10 11 2
8 12 2
17 18 3
23 1 1
16 20 3
4 7 1
22 2 3
12 15 3
5 9 1
21 0 1
4 9 3
8 12 2
10 12 3
6 9 3
5 7 1
1 5 3
5 9 2
17 19 2
5 7 3
21 0 3
14 16 1
18 22 2
6 8 3
14 16 2
7 9 3
17 17 3
17 18 3
17 19 2
16 18 1
1 4 2
8 11 2
5 8 1
12 15 1
3 6 2
21 1 3
22 0 2
17 21 3
7 9 3
14 17 3
10 15 2
8 10 1
20 23 2
12 15 2
23 2 3
9 11 1
0 4 1
7 10 3
18 22 1
5 7 3
8 11 1
18 20 3
3 8 1
0 3 3
10 11 1
17 22 2
23 2 3
18 21 2
17 19 3
12 15 3
20 23 2
11 14 3
6 9 1
20 23 1
22 1 2
19 22 3
8 11 1
7 11 3
3 6 1
4 6 2
11 14 1
9 11 2
2 6 3
4 7 3
20 22 3
12 15 1
4 8 1
11 14 1
13 15 2
9 13 1
18 21 2
18 20 1
7 10 1
2 4 1
20 23 1
4 8 1
16 17 2
17 20 3
18 21 1
16 20 2
7 9 1
18 21 2
16 19 2
17 19 1
16 21 2
13 18 1
2 3 1
6 10 2
9 12 1
13 15 3
10 13 1
10 12 1
14 19 1
21 23 3
4 6 3
10 13 1
20 0 3
23 1 1
2 4 3
23 1 1
6 9 1
12 14 2
13 16 2
4 6 2
6 7 2
3 7 2
17 18 3
13 15 2
3 6 2
6 10 1
12 15 1
14 20 1
7 10 2
0 1 1
6 9 3
15 18 3
15 18 1
16 18 2
8 11 1
3 4 1
22 1 3
22 1 2
3 6 2
6 9 3
1 3 1
14 17 2
13 16 2
18 21 3
10 13 2
1 6 2
1 4 2
14 18 1
17 19 2
18 22 3
4 6 2
2 6 3
11 13 3
12 15 3
9 12 1
21 23 1
4 9 3
8 10 3
20 22 1
15 19 3
16 20 3
19 21 3
18 22 1
21 1 1
18 23 2
3 5 2
20 23 3
6 8 1
8 12 2
2 4 3
23 2 1
20 22 3
1 7 2
19 22 2
22 1 2
2 7 2
18 22 1
0 1 3
9 12 3
1 4 2
6 10 1
9 12 2
5 9 3
0 1 1
9 11 2
7 10 3
11 14 3
4 8 1
13 17 3
13 16 1
20 23 2
5 7 2
23 1 1
21 23 1
9 13 1
20 23 2
6 9 1
23 3 3
12 14 2
5 8 1
6 9 3
6 9 2
21 0 3
0 4 3
1 3 1
9 13 1
22 22 1
9 12 2
9 10 1
14 17 2
15 17 2
19 22 1
2 4 3
2 4 2
16 20 3
4 8 1
21 22 1
20 23 1
9 13 1
16 19 1
17 19 1
3 5 3
21 23 2
5 8 1
2 5 2
8 9 2
8 10 1
10 13 2
19 23 3
18 21 2
0 3 3
15 19 3
6 10 3
8 10 2
17 20 2
22 0 3
9 12 2
17 20 3
10 12 1
5 8 1
11 14 3
18 22 3
22 0 1
17 20 1
10 11 2
20 23 3
1 3 3
21 0 2
20 23 2
2 6 3
1 3 2
15 19 2
10 13 2
16 20 1
13 16 1
2 6 3
19 22 3
13 17 3
20 0 3
0 4 3
11 14 3
2 4 2
11 15 1
23 3 1
6 9 3
18 21 3
3 6 1
17 20 1
1 5 3
19 21 3
7 11 2
11 15 1
2 3 2
15 16 1
23 1 1
1 2 1
9 11 1
8 10 2
3 6 1
11 13 1
22 1 1
20 21 3
2 4 3
6 8 3
23 4 3
11 14 3
9 13 1
12 15 3
12 13 2
9 14 2
3 6 1
7 10 1
15 18 2
14 15 1
21 1 2
19 22 2
2 3 1
16 19 1
22 2 1
3 8 3
19 21 1
18 21 3
18 22 2
13 16 3
23 1 1
7 10 2
22 2 2
21 23 3
3 5 1
10 13 3
15 18 2
15 19 1
11 15 1
17 20 3
6 10 1
8 12 2
6 10 2
6 8 1
12 16 3
19 22 1
15 17 2
21 1 1
5 7 3
1 6 3
4 5 2
15 20 1
7 10 2
23 2 1
12 18 2
1 4 3
22 0 3
4 7 2
17 22 2
0 3 1
16 19 3
23 2 1
22 1 1
13 17 2
18 20 2
3 4 3
16 20 2
5 8 3
4 8 2
7 8 2
23 1 2
19 22 3
14 18 2
5 9 1
2 5 3
11 14 1
14 18 1
10 12 1
10 13 1
6 9 1
13 16 1
21 23 1
13 17 3
4 8 3
1 4 2
16 20 2
16 18 3
21 1 3
9 11 1
17 21 2
1 3 2
9 10 1
14 16 2
16 18 3
17 20 2
21 0 2
19 21 2
11 14 1
11 16 3
1 5 1
11 14 3
14 18 2
9 12 3
15 17 3
1 6 2
7 10 1
23 1 2
16 21 1
1 4 1
0 5 3
22 2 1
5 8 1
8 11 2
5 8 3
13 16 2
14 17 1
14 16 1
11 14 1
20 23 2
22 2 3
0 2 2
14 15 2
17 20 1
0 4 2
5 7 1
19 23 1
12 14 2
0 3 1
14 18 2
15 19 3
22 1 1
6 9 1
2 6 3
0 0 1
21 1 1
22 1 1
18 22 2
20 23 3
23 2 3
3 7 2
6 10 2
1 4 1
14 18 1
23 3 3
9 11 3
0 3 1
4 8 3
5 9 2
9 12 2
3 5 3
2 4 1
1 2 2
5 8 2
13 16 2
20 1 2
21 0 3
15 17 3
9 12 2
13 16 1
16 19 3
19 22 3
19 20 1
15 17 3
14 18 1
1 4 3
2 5 3
0 2 3
2 5 3
3 7 2
12 15 1
2 6 2
1 4 1
5 8 2
19 20 3
0 4 1
9 12 2
6 9 1
22 2 1
8 12 3
1 4 2
10 14 2
14 18 2
11 13 3
18 19 1
8 12 2
11 13 3
21 0 1
15 18 1
16 18 3
12 14 3
3 6 2
21 0 2
21 1 2
15 17 2
12 15 1
8 13 1
11 14 1
1 3 3
7 12 3
9 12 3
20 22 1
22 3 3
21 0 2
6 9 3
9 12 1
12 14 3
9 13 2
2 7 2
22 2 1
0 3 3
