700 3
20 23 2
23 2 3
17 22 3
20 23 2
5 8 2
17 21 3
22 0 1
12 13 3
18 22 3
18 21 2
15 18 2
16 19 2
1 5 1
3 7 3
22 0 1
9 13 3
16 18 3
8 13 1
1 2 2
11 14 3
15 17 2
15 17 2
6 8 2
10 11 3
2 4 3
13 17 2
17 21 2
21 0 1
16 20 1
12 15 2
15 19 2
14 18 2
17 20 3
21 1 3
5 9 1
13 17 3
5 7 1
6 9 1
20 0 3
18 21 1
1 3 2
16 20 1
7 8 3
2 6 2
6 10 3
8 12 1
8 12 3
19 22 3
16 18 3
11 15 2
9 12 2
5 8 2
19 23 3
8 10 3
17 20 1
0 2 2
15 17 1
1 4 2
8 10 1
7 11 3
7 11 1
2 6 2
0 6 2
11 15 2
1 5 1
9 10 3
16 18 1
21 0 3
3 7 3
0 4 2
4 7 2
8 10 2
6 10 3
23 3 1
20 1 2
5 9 1
23 2 3
11 13 2
6 9 1
19 22 3
15 19 3
13 15 2
4 7 1
20 22 1
20 22 3
5 8 3
1 4 2
3 6 3
8 12 1
20 2 2
19 22 3
8 12 2
5 7 1
12 15 1
19 23 3
10 14 1
22 1 2
14 17 1
9 13 1
19 22 2
8 13 2
2 5 1
10 12 2
17 20 2
8 11 3
3 7 3
13 16 3
4 8 1
10 13 3
3 4 3
23 0 3
17 18 1
4 6 2
5 7 2
12 17 3
20 0 2
6 10 1
8 12 1
19 23 1
19 23 1
3 8 2
23 1 1
13 17 3
14 16 1
0 3 3
4 7 2
5 6 2
13 17 2
2 6 1
4 7 3
19 20 2
13 16 3
13 15 1
2 3 1
0 3 2
21 23 2
21 23 2
6 9 1
2 6 3
6 9 3
23 1 1
3 6 3
4 7 1
15 17 3
9 10 2
10 13 3
18 21 1
11 14 2
18 22 2
14 16 3
8 11 3
16 20 1
13 16 1
1 3 1
17 19 3
21 22 1
11 14 2
20 22 3
6 8 2
14 17 2
16 20 1
19 23 1
10 12 1
10 13 1
13 17 2
16 21 3
16 19 2
22 1 1
7 10 1
11 14 1
9 14 1
13 16 2
6 8 3
0 3 1
19 21 3
19 21 2
13 15 1
19 23 3
6 9 2
5 10 2
23 0 3
20 22 1
19 23 2
4 6 2
1 5 1
8 11 2
1 3 2
14 15 2
4 9 3
21 0 1
11 12 1
18 21 2
13 16 3
1 3 2
1 5 2
19 22 1
0 3 1
22 2 2
2 5 2
3 9 3
2 5 2
19 23 1
15 19 1
10 13 3
22 1 1
4 6 2
17 20 2
18 20 1
5 8 2
8 11 1
14 17 3
9 12 2
4 5 3
10 12 1
6 10 1
20 23 1
7 9 1
6 11 2
17 20 3
9 12 3
15 19 2
3 6 1
23 2 3
4 8 2
19 23 3
22 2 1
3 5 2
16 19 2
15 18 2
18 22 3
11 15 1
19 22 1
8 11 2
11 14 1
20 0 3
14 17 3
2 6 2
16 21 1
18 22 3
21 23 1
20 23 2
8 12 1
18 21 2
23 23 1
21 0 1
10 12 3
7 10 1
7 10 1
4 8 3
13 17 3
6 7 3
14 17 2
8 11 1
14 17 2
7 9 1
17 22 2
19 23 1
20 1 1
21 22 1
13 16 1
22 1 1
9 11 2
0 2 1
13 18 3
22 1 3
1 5 3
15 17 1
11 16 1
0 3 2
0 2 1
12 14 2
21 0 1
22 0 2
1 4 2
2 4 1
23 2 1
23 0 1
15 17 1
6 8 2
10 13 2
10 13 3
22 2 3
0 4 2
14 17 3
14 18 3
23 2 2
3 7 2
9 12 1
15 19 2
4 5 1
1 5 2
7 10 3
22 1 1
12 18 3
5 8 1
9 14 1
6 10 1
13 16 2
14 18 1
5 7 2
12 16 1
9 13 1
16 19 3
1 4 3
22 3 2
21 23 1
15 17 1
9 13 3
23 1 3
13 17 1
13 16 1
13 17 2
17 21 3
6 8 2
1 6 1
9 13 3
14 17 2
15 18 3
20 0 2
12 14 1
7 10 1
1 4 1
15 17 2
14 14 2
18 22 2
20 22 2
15 19 2
14 17 2
5 9 3
23 3 1
16 19 2
16 21 3
1 6 1
14 17 1
3 7 1
1 3 1
0 3 3
18 23 2
22 1 3
13 15 1
20 0 3
14 17 3
7 11 2
7 10 3
3 5 2
10 13 1
1 5 1
10 13 1
5 7 2
23 2 2
1 3 1
17 0 1
7 10 1
11 14 1
8 10 2
3 8 1
2 6 3
19 22 3
1 4 1
2 5 2
0 4 2
10 12 3
18 21 2
17 19 1
11 13 1
0 4 1
8 12 1
16 18 3
17 20 2
11 14 3
9 12 2
8 11 3
16 19 3
4 6 3
14 17 1
6 10 2
6 7 2
9 13 3
18 21 2
9 11 2
8 10 1
18 20 3
12 15 1
7 10 1
18 22 2
14 16 3
14 16 1
20 23 3
18 20 2
19 22 1
7 10 2
9 13 2
12 14 3
18 22 3
6 10 2
20 23 3
1 4 1
23 2 2
20 23 1
14 17 2
1 3 2
8 11 1
8 11 3
7 10 2
5 8 3
16 19 3
16 18 1
20 23 2
9 12 2
5 8 3
7 10 3
22 1 1
17 21 2
10 14 1
1 5 3
3 6 2
18 23 1
0 4 3
3 5 3
20 23 2
3 5 3
4 8 3
1 5 1
14 16 1
9 12 3
11 13 3
19 22 1
20 22 1
16 20 1
20 0 3
22 1 2
9 10 3
0 4 2
8 11 3
16 19 3
8 11 2
18 21 3
17 20 1
5 10 2
7 10 2
1 3 1
1 3 1
18 22 3
14 17 1
16 19 1
16 19 2
21 1 1
13 16 1
7 8 1
4 7 2
2 5 3
19 23 3
9 10 3
3 6 2
9 14 1
20 0 3
16 20 3
9 14 1
1 2 3
3 5 1
11 14 2
15 18 2
0 3 3
1 4 2
20 23 1
19 23 3
14 16 3
12 14 2
8 9 1
16 20 3
13 16 3
4 6 2
1 3 1
2 5 3
8 11 2
12 15 3
1 2 1
22 1 3
3 6 3
13 16 1
3 5 3
10 11 3
3 6 3
0 2 2
23 2 1
8 11 3
