900 2
2 12 
16 21 2
11 13 2
21 1 1
20 23 2
21 23 1
0 2 1
20 23 1
7 10 2
23 2 1
19 23 2
22 1 2
18 21 1
2 4 1
17 19 2
2 5 1
2 4 2
1 3 1
13 20 1
2 3 2
15 18 1
23 3 2
4 6 1
7 11 1
6 8 1
11 14 1
10 13 1
0 4 2
23 1 1
7 11 1
22 2 1
23 2 1
12 15 1
16 18 1
20 0 2
0 2 1
5 9 2
20 22 2
0 5 2
10 12 1
21 0 1
0 1 1
3 7 1
21 0 1
19 22 2
18 19 2
18 23 2
12 14 2
3 5 1
17 20 1
10 12 1
0 3 2
0 2 1
4 7 2
8 10 2
19 21 1
10 12 1
18 20 2
17 21 1
23 1 2
12 14 1
18 20 1
15 19 1
13 15 2
6 9 2
19 21 1
5 9 1
12 16 2
7 13 2
17 19 2
15 17 2
18 20 2
3 7 2
15 17 2
7 9 2
12 15 1
15 17 2
2 6 1
2 5 2
15 19 1
9 12 1
16 18 1
22 1 1
11 15 1
17 22 1
10 14 2
9 13 2
17 22 2
23 2 2
15 17 1
20 0 2
19 23 2
16 19 1
9 14 1
12 16 2
3 6 1
8 10 1
15 19 1
16 20 2
2 5 1
22 3 1
14 19 1
0 2 2
1 4 2
21 0 1
20 0 1
5 9 2
11 14 1
18 22 1
5 10 1
13 16 1
19 0 2
20 0 1
5 10 2
11 14 1
2 5 1
0 3 2
21 23 2
3 8 2
0 5 2
19 21 2
17 20 2
10 13 1
7 8 1
20 0 2
21 0 1
15 17 2
9 14 2
0 2 1
10 12 2
19 23 2
16 18 1
6 8 2
5 8 1
