800 3
18 22 2
12 14 2
12 14 3
23 2 1
19 23 1
3 8 2
3 4 3
19 21 1
10 13 1
8 11 1
20 23 3
5 8 1
19 0 3
20 20 1
19 22 1
0 2 2
8 14 2
4 7 2
18 21 1
12 15 1
2 6 3
10 13 3
7 9 2
23 2 3
2 5 3
22 1 3
9 12 2
15 16 3
12 16 1
0 3 2
4 6 3
20 0 1
13 17 1
12 13 2
19 21 2
8 12 1
2 6 1
16 18 2
13 16 1
1 6 3
18 22 2
8 11 3
12 15 2
10 13 3
2 5 3
11 15 2
10 12 2
7 10 3
18 22 3
3 5 1
11 13 2
19 22 1
0 4 1
20 23 1
22 2 3
3 5 3
10 12 3
15 17 2
12 16 1
23 1 3
12 17 2
15 16 3
1 3 2
12 14 1
11 14 3
9 14 3
12 14 1
4 7 2
22 1 1
0 5 3
17 18 1
10 14 3
4 8 1
14 18 3
11 14 2
0 3 1
17 19 3
16 18 1
0 3 1
16 18 2
13 16 1
11 14 3
23 3 2
16 20 2
17 21 3
7 11 3
16 19 2
10 14 3
20 0 3
10 13 2
8 12 1
15 18 3
20 22 3
8 12 2
14 16 1
3 6 3
14 16 2
23 2 3
3 6 3
4 6 1
21 1 1
15 18 3
22 0 3
18 20 2
9 11 3
23 3 3
0 2 2
5 9 2
21 0 3
19 23 3
20 23 3
10 13 1
13 15 1
15 17 3
1 2 1
19 22 3
7 9 2
14 17 2
15 17 1
10 12 1
2 6 1
19 0 1
20 22 1
8 12 2
22 1 1
18 21 3
16 20 1
19 21 3
16 19 2
20 23 2
12 15 1
18 20 2
11 12 1
20 1 2
4 7 2
20 23 2
4 9 1
10 13 2
3 5 2
5 6 1
17 19 3
3 7 1
12 14 3
12 15 2
22 1 1
21 0 1
21 2 1
20 1 1
18 20 1
20 1 3
9 13 2
12 15 1
12 15 2
10 13 3
15 19 1
0 3 1
3 7 1
9 11 1
17 19 3
12 14 2
10 13 3
7 10 3
13 17 3
17 20 2
20 22 3
4 6 1
13 15 3
20 0 3
23 3 1
1 3 2
6 8 1
1 4 3
8 12 1
9 12 2
15 20 3
2 5 2
12 15 3
19 21 3
5 10 3
7 12 2
23 3 1
17 20 1
23 3 2
8 11 3
19 22 1
19 0 1
18 21 2
14 17 2
22 2 3
15 17 1
12 15 3
10 13 1
2 6 3
10 13 1
8 11 3
6 11 2
23 2 2
15 16 1
4 8 2
10 13 2
23 1 2
16 20 2
23 4 3
19 23 2
20 23 1
18 0 1
1 5 2
17 20 1
15 16 3
15 18 2
10 12 2
3 6 3
19 22 2
14 17 3
10 15 3
21 23 1
17 21 2
10 12 2
16 19 3
20 1 2
14 15 1
18 21 2
10 13 1
9 11 1
6 9 1
13 15 1
20 0 2
20 22 2
4 6 2
7 7 1
18 21 1
23 2 2
1 3 2
14 17 3
6 9 3
13 17 1
20 0 2
18 21 1
19 21 1
13 16 2
2 4 2
3 7 2
7 10 2
22 1 1
4 7 1
20 23 2
17 21 1
14 18 1
7 11 2
15 17 2
21 0 3
2 5 1
11 13 2
12 15 2
12 16 2
8 12 2
23 2 3
23 1 1
22 0 3
12 16 3
22 0 1
21 0 3
8 12 2
6 10 1
18 22 2
7 10 3
16 19 2
7 8 3
21 23 1
0 4 2
19 22 3
16 17 1
12 15 3
12 18 3
17 20 2
8 9 2
11 15 3
9 14 3
20 22 3
2 4 2
15 18 2
15 19 2
21 0 3
21 1 2
12 14 3
13 15 1
17 18 1
5 7 1
9 12 3
11 14 3
2 5 3
12 16 2
0 3 3
6 11 2
21 23 3
8 12 1
4 7 3
1 4 1
20 23 1
18 21 3
19 23 3
12 15 3
21 22 3
6 7 2
12 14 3
8 9 2
8 11 1
0 2 3
23 1 2
0 1 3
6 9 3
10 12 1
16 18 3
19 20 3
1 5 2
4 7 3
21 23 2
3 5 2
2 4 2
22 3 3
5 8 1
2 4 1
5 9 3
14 16 3
23 5 3
1 2 2
4 7 3
10 14 2
5 9 3
16 19 3
4 8 3
12 14 1
5 7 1
16 20 2
12 14 2
7 10 2
4 8 1
12 16 2
22 0 2
16 19 1
22 1 2
4 8 1
5 10 1
22 0 3
14 17 2
14 18 3
15 19 2
21 0 2
23 2 2
15 18 2
4 8 2
21 1 2
17 20 1
15 16 2
11 14 2
0 3 3
10 13 2
3 7 3
4 6 2
10 13 3
21 0 2
23 3 3
3 6 2
14 18 1
8 10 2
11 14 1
4 7 1
17 21 3
23 4 1
10 15 2
18 23 3
21 22 1
5 10 3
17 20 2
21 23 3
19 20 3
16 21 3
12 15 2
16 20 1
5 7 3
20 23 2
15 17 2
