1000 3
15 17 2
3 7 2
13 17 3
3 7 3
16 21 2
1 5 2
17 20 1
4 8 1
8 12 3
17 19 1
2 6 1
11 15 3
3 6 2
22 0 2
7 11 3
6 9 3
11 14 2
2 4 3
4 7 3
11 14 2
12 14 1
0 3 2
1 5 3
21 0 2
18 21 1
2 5 1
4 8 3
3 6 2
23 2 2
1 3 1
1 1 3
22 2 3
1 4 1
22 0 2
19 20 2
4 6 2
17 22 3
11 13 1
20 22 1
22 3 3
22 1 3
12 13 3
6 9 2
16 17 1
20 23 1
6 11 2
1 4 1
20 23 2
7 10 3
14 18 3
9 14 2
4 6 2
2 5 1
6 9 3
21 0 1
7 10 2
11 14 1
17 20 3
0 3 3
8 11 2
0 4 3
19 21 1
3 5 1
5 7 1
2 5 2
7 9 2
0 4 1
0 4 2
4 7 1
16 19 2
7 9 3
4 8 2
3 7 3
19 22 2
22 1 2
18 23 2
18 21 2
7 9 3
18 22 3
5 7 2
2 6 2
15 19 3
13 16 2
8 8 2
13 15 3
16 20 2
22 2 3
3 6 3
6 9 2
17 20 3
1 4 3
15 17 1
14 17 1
5 8 3
20 23 2
1 3 3
8 12 3
20 0 3
19 21 2
3 6 1
18 22 2
4 5 3
20 0 3
2 6 1
12 16 2
7 9 2
19 0 3
20 0 3
12 14 3
13 16 3
10 11 3
18 21 3
10 13 3
12 14 1
8 11 1
1 4 1
21 23 1
13 15 1
7 8 2
9 13 3
3 6 3
17 19 2
8 10 3
0 5 1
5 8 2
3 5 1
20 0 3
7 11 3
0 5 1
2 5 2
22 0 2
23 2 1
2 3 2
22 1 3
17 21 1
7 11 3
6 10 2
7 8 2
19 23 3
7 9 1
7 12 2
1 4 3
7 10 2
5 7 3
10 14 1
13 18 3
9 10 3
15 18 1
17 20 1
5 9 3
3 4 3
17 20 1
4 6 3
15 18 2
2 3 2
10 14 3
12 15 1
21 2 2
22 1 1
13 16 1
0 3 3
2 3 3
5 9 2
2 3 2
19 21 3
7 12 1
6 7 2
9 11 1
8 10 3
20 23 2
19 22 1
20 23 1
17 20 3
12 16 3
9 11 3
4 6 2
8 12 1
1 4 2
23 3 1
14 17 2
21 1 1
13 16 2
21 0 1
2 5 1
20 0 3
5 8 1
1 3 3
14 15 1
13 15 2
19 21 2
6 10 3
0 3 2
6 9 3
10 13 1
9 13 2
17 19 1
16 18 1
0 1 3
4 8 2
5 7 2
5 9 1
7 11 3
17 20 1
16 20 3
9 12 2
18 19 3
13 15 3
15 17 2
2 4 2
17 21 1
18 21 2
1 5 1
10 13 1
6 9 2
3 5 1
7 10 1
5 8 2
17 21 2
18 21 2
2 6 3
6 8 1
12 15 2
10 14 3
4 7 2
1 5 1
15 19 1
19 20 1
6 10 1
15 19 1
6 8 2
15 19 2
0 3 1
1 5 3
18 23 1
2 6 3
20 22 1
3 5 3
11 15 2
18 22 3
9 13 2
22 2 2
5 8 1
21 23 3
22 0 3
12 13 2
4 8 2
12 13 3
5 9 3
19 0 3
8 11 3
3 6 2
5 8 3
14 18 3
17 19 3
9 12 1
21 0 3
7 12 3
2 4 1
9 13 2
0 3 1
4 9 1
23 2 2
5 8 3
18 22 3
12 16 2
6 9 1
16 19 1
22 2 2
5 9 1
2 3 3
16 19 3
15 18 3
22 0 1
19 23 2
18 20 1
1 4 2
6 10 3
10 12 1
17 21 3
10 13 1
7 10 1
21 0 3
4 9 1
3 6 1
9 13 1
17 19 3
6 7 2
22 22 2
4 8 2
7 9 3
13 17 2
1 3 1
17 20 2
22 2 1
2 5 2
9 12 1
5 7 2
3 6 1
10 14 3
15 18 2
3 8 3
12 15 1
9 13 1
23 3 2
3 5 3
3 6 2
0 4 3
2 5 2
21 22 3
22 0 1
3 6 1
23 1 1
13 16 3
4 6 1
1 3 3
5 9 3
21 1 1
12 17 3
0 3 3
4 7 2
1 3 2
1 5 1
19 21 3
16 16 3
21 2 2
5 7 1
12 15 2
6 8 3
16 19 1
11 14 1
8 12 2
14 17 3
11 16 3
