600 2
24 5 
0 5 2
16 18 1
13 14 2
3 7 1
10 13 1
9 11 1
21 1 2
2 5 1
18 22 2
12 14 1
7 9 1
3 7 1
15 20 2
23 2 2
7 11 2
4 7 2
13 14 2
8 12 1
5 9 2
14 17 2
12 16 2
12 15 2
21 0 2
14 18 2
14 17 2
22 1 1
10 13 1
12 16 1
18 20 1
5 8 1
5 8 2
22 0 2
0 3 1
5 7 2
0 4 2
14 16 2
19 0 2
3 4 1
19 21 1
0 3 1
21 1 2
8 11 2
11 13 2
9 11 1
21 1 1
13 15 2
4 8 2
19 22 1
1 5 1
11 13 2
23 1 1
19 23 1
19 23 1
22 2 1
21 1 2
0 4 1
17 20 2
5 8 1
12 15 1
1 5 2
0 2 2
0 5 1
1 4 1
5 10 2
10 13 1
8 10 1
0 4 1
8 10 2
21 23 2
14 19 1
15 18 1
7 9 2
11 15 1
21 0 2
19 22 2
20 0 2
16 19 2
21 1 2
11 13 2
12 14 1
11 16 1
23 2 1
8 10 2
19 22 1
8 10 2
12 14 1
16 19 2
2 4 2
18 21 2
17 20 1
16 20 1
10 13 1
14 16 2
14 15 2
5 8 2
8 11 2
18 21 1
21 0 2
21 0 1
6 7 2
6 10 1
10 13 2
14 16 1
18 19 1
11 14 2
12 15 1
14 18 2
6 11 1
15 18 1
0 2 2
20 0 2
18 22 1
14 17 2
2 6 2
11 16 2
19 21 2
13 16 1
15 16 1
9 12 1
20 23 1
14 16 2
14 17 2
6 8 1
13 17 1
10 12 2
2 6 1
11 12 1
14 19 1
12 13 2
23 3 1
10 11 1
2 6 1
1 4 2
16 19 1
2 3 2
2 6 1
6 10 1
2 5 2
14 16 1
22 0 2
6 8 2
12 16 2
21 0 2
17 18 1
19 21 2
0 4 2
12 16 1
14 18 2
0 4 1
16 18 2
13 17 2
5 10 1
23 2 2
2 5 2
13 15 2
17 22 1
1 4 2
3 6 1
6 10 2
11 15 1
6 9 1
20 23 2
10 14 1
16 19 2
11 14 1
19 23 1
18 19 1
0 3 2
10 14 1
6 9 2
1 4 2
22 2 2
16 17 1
11 13 1
12 14 1
13 17 2
18 21 1
4 7 2
10 13 1
14 16 2
19 23 1
1 3 2
14 17 2
21 0 2
21 23 1
15 18 2
21 0 1
20 23 1
1 4 1
6 8 2
7 9 1
15 17 1
16 19 1
2 6 2
6 8 2
21 0 1
13 16 2
12 14 1
12 15 2
14 17 1
19 22 2
1 4 2
2 7 1
5 7 2
9 13 1
12 14 2
16 19 2
17 20 1
23 2 2
9 13 1
5 8 2
16 19 2
2 4 1
13 17 2
15 19 2
5 7 1
1 5 1
15 19 1
18 18 2
0 4 1
5 9 2
11 16 2
5 7 2
18 20 2
14 16 2
19 22 1
15 17 2
15 17 2
6 8 1
20 23 1
